City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Cockburn Town,TC,2022-12-21 04:20:24,21.4612,-71.1419,78.57,74,0,15.32
280,Turek,PL,2022-12-21 04:20:24,52.0155,18.5005,33.62,84,100,10.18
281,Waimana,NZ,2022-12-21 04:20:25,-38.15,177.0833,74.43,71,83,5.21
282,Lata,PT,2022-12-21 04:20:25,40.1629,-8.3327,57.92,98,99,4.81
283,Labuhan,ID,2022-12-21 04:20:25,-6.8844,112.2051,87.13,63,51,6.73
284,Sinnamary,GF,2022-12-21 04:20:26,5.3833,-52.95,77.02,83,100,9.82
285,Fort Nelson,CA,2022-12-21 04:20:26,58.8053,-122.7002,-44.01,66,0,2.3
286,Klaksvik,FO,2022-12-21 04:20:27,62.2266,-6.589,41.92,82,99,7.78
287,Kahului,US,2022-12-21 04:19:50,20.8947,-156.47,75.85,69,20,8.05
288,Port Alfred,ZA,2022-12-21 04:20:27,-33.5906,26.891,60.19,95,100,1.01
289,Iskateley,RU,2022-12-21 04:20:28,67.6803,53.1512,-18.96,98,18,1.21
290,Bereda,ES,2022-12-21 04:20:28,43.2686,-7.5406,55.42,89,100,9.69
291,Paranaiba,BR,2022-12-21 04:18:23,-19.6772,-51.1908,75.25,72,96,3.53
292,Cherskiy,RU,2022-12-21 04:20:29,68.75,161.3,14.95,76,10,6.33
293,Rawson,AR,2022-12-21 04:20:29,-43.3002,-65.1023,67.69,70,53,21.83
294,Kenai,US,2022-12-21 04:20:30,60.5544,-151.2583,-1.86,81,0,6.91
295,Sovetskiy,RU,2022-12-21 04:19:12,61.3614,63.5842,-3.39,91,100,10.11
296,Nioro,GM,2022-12-21 04:20:30,13.35,-15.75,70.9,17,0,6.69
297,Chapais,CA,2022-12-21 04:20:31,49.7834,-74.8492,19.18,94,100,7.38
298,Rolleston,NZ,2022-12-21 04:20:31,-43.5833,172.3833,63.39,59,75,16.11
299,Lipova,RO,2022-12-21 04:20:32,46.0833,21.7,29.43,48,74,2.3
300,De Aar,ZA,2022-12-21 04:20:32,-30.6497,24.0123,55.72,67,2,14.65
301,Maues,BR,2022-12-21 04:15:50,-3.3836,-57.7186,74.5,86,99,2.21
302,Ussel,FR,2022-12-21 04:20:33,45.55,2.3167,48.18,97,100,6.31
303,Grants Pass,US,2022-12-21 04:17:16,42.439,-123.3284,42.48,95,100,0.0
304,Komsomolskiy,UZ,2022-12-21 04:18:18,40.4272,71.7189,29.12,93,40,4.61
305,Brigantine,US,2022-12-21 04:20:34,39.4101,-74.3646,34.0,77,0,1.99
306,Jalu,LY,2022-12-21 04:20:34,29.0331,21.5482,49.96,75,0,8.52
307,Manzhouli,CN,2022-12-21 04:20:35,49.6,117.4333,-9.62,95,70,3.56
308,Athabasca,CA,2022-12-21 04:20:35,54.7169,-113.2854,-19.79,99,100,5.06
309,Bam,IR,2022-12-21 04:20:36,29.106,58.357,48.83,45,0,5.48
310,Novoanninskiy,RU,2022-12-21 04:20:36,50.5287,42.6747,31.48,68,100,10.8
311,Angoche,MZ,2022-12-21 04:20:37,-16.2325,39.9086,75.81,84,100,1.63
312,Manzanillo,CU,2022-12-21 04:20:37,20.3433,-77.1167,71.73,79,0,3.11
313,Severo-Yeniseyskiy,RU,2022-12-21 04:20:38,60.3725,93.0408,2.77,96,100,3.65
314,Anadyr,RU,2022-12-21 04:20:38,64.75,177.4833,3.22,88,14,2.71
315,Truckee,US,2022-12-21 04:20:38,39.328,-120.1833,36.91,87,100,0.0
316,Khash,IR,2022-12-21 04:20:39,28.2211,61.2158,41.05,51,0,6.49
317,Bubaque,GW,2022-12-21 04:20:39,11.2833,-15.8333,80.65,68,70,6.87
318,Gat,IL,2022-12-21 04:17:01,31.61,34.7642,58.41,79,10,4.45
319,Kiunga,PG,2022-12-21 04:20:40,-6.1219,141.2906,88.02,60,94,3.09
320,Mizque,BO,2022-12-21 04:21:41,-17.941,-65.3402,61.84,84,79,3.13
321,Shahdadkot,PK,2022-12-21 04:21:41,27.8477,67.9055,65.3,22,0,4.27
322,Grand Gaube,MU,2022-12-21 04:21:35,-20.0064,57.6608,81.0,65,8,10.0
323,Noumea,NC,2022-12-21 04:21:42,-22.2763,166.4572,75.18,90,100,10.33
324,Ararat,AM,2022-12-21 04:21:42,39.8317,44.7049,34.14,77,100,2.86
325,Kattivakkam,IN,2022-12-21 04:21:43,13.2167,80.3167,78.89,77,100,16.53
326,Katherine,AU,2022-12-21 04:21:43,-14.4667,132.2667,91.72,52,40,13.8
327,Hami,CN,2022-12-21 04:21:43,42.8,93.45,26.2,38,0,8.97
328,Shimoda,JP,2022-12-21 04:21:44,34.6667,138.95,50.36,58,62,9.57
329,Riviere-Du-Loup,CA,2022-12-21 04:21:44,47.8304,-69.5342,27.48,100,99,1.14
330,Chifeng,CN,2022-12-21 04:21:45,42.2683,118.9636,14.65,27,11,11.65
331,Mehamn,NO,2022-12-21 04:21:45,71.0357,27.8492,24.71,80,75,10.36
332,Ust-Kulom,RU,2022-12-21 04:21:46,61.6864,53.6902,-13.16,100,94,3.71
333,Korla,CN,2022-12-21 04:21:46,41.7597,86.1469,22.73,44,77,4.52
334,Ambanja,MG,2022-12-21 04:21:46,-13.6833,48.45,78.73,85,82,1.92
335,Butzow,DE,2022-12-21 04:21:47,53.85,11.9833,47.08,99,100,5.93
336,Sarangani,PH,2022-12-21 04:21:47,5.4033,125.4636,82.49,76,77,10.09
337,Wajima,JP,2022-12-21 04:21:48,37.4,136.9,41.68,93,75,1.14
338,Chokurdakh,RU,2022-12-21 04:21:48,70.6333,147.9167,-9.47,99,69,4.14
339,Lagos,NG,2022-12-21 04:18:04,6.5833,3.75,77.32,91,33,3.36
340,Biak,ID,2022-12-21 04:21:49,-0.9131,122.8766,84.51,66,100,2.71
341,Ust-Ishim,RU,2022-12-21 04:21:49,57.6935,71.1665,-9.72,100,59,4.74
342,Muros,ES,2022-12-21 04:21:49,42.7762,-9.0603,60.84,83,100,18.88
343,Praia Da Vitoria,PT,2022-12-21 04:21:50,38.7333,-27.0667,64.65,94,40,15.73
344,Sao Joao Da Barra,BR,2022-12-21 04:21:50,-21.6403,-41.0511,72.61,95,100,7.56
345,Ponta Delgada,PT,2022-12-21 04:21:51,37.7333,-25.6667,67.5,94,75,18.41
346,Luzhou,CN,2022-12-21 04:21:51,28.8724,105.4405,53.67,53,5,3.44
347,Padang,ID,2022-12-21 04:21:52,-0.9492,100.3543,86.05,64,89,5.88
348,Rongcheng,CN,2022-12-21 04:21:26,30.634,117.8517,51.35,35,0,6.22
349,Dawson Creek,CA,2022-12-21 04:21:52,55.7666,-120.2362,-40.36,67,75,0.0
350,Papara,BR,2022-12-21 04:21:53,-3.9839,-38.7273,79.2,91,39,3.06
351,Albanel,CA,2022-12-21 04:21:53,48.8832,-72.4487,23.14,93,100,4.61
352,Yar-Sale,RU,2022-12-21 04:21:53,66.8333,70.8333,-20.92,97,100,10.78
353,Acajutla,SV,2022-12-21 04:21:54,13.5928,-89.8275,77.29,69,9,4.29
354,Henties Bay,NA,2022-12-21 04:21:54,-22.116,14.2845,58.51,94,3,2.08
355,Dolores,AR,2022-12-21 04:21:55,-36.3132,-57.6792,67.3,70,100,11.74
356,Ibarra,EC,2022-12-21 04:21:55,0.35,-78.1167,55.18,83,96,3.2
357,Sebring,US,2022-12-21 04:21:25,27.4956,-81.4409,64.11,92,100,3.44
358,Alofi,NU,2022-12-21 04:21:56,-19.0595,-169.9187,84.09,65,5,10.36
359,Galesburg,US,2022-12-21 04:21:57,40.9478,-90.3712,23.79,79,100,6.91
360,Lahat,ID,2022-12-21 04:21:57,-3.8,103.5333,84.07,76,89,2.95
361,Swellendam,ZA,2022-12-21 04:21:57,-34.0226,20.4417,57.97,77,6,6.31
362,Mali,GN,2022-12-21 04:21:58,12.079,-12.2982,61.03,17,94,3.27
363,Asheboro,US,2022-12-21 04:21:59,35.7079,-79.8136,33.42,77,0,0.0
364,Samarai,PG,2022-12-21 04:21:59,-10.6167,150.6667,84.76,72,98,11.65
365,Dwarka,IN,2022-12-21 04:21:59,22.2394,68.9678,75.24,48,25,12.86
366,Burnie,AU,2022-12-21 04:23:00,-41.0667,145.9167,63.95,55,85,10.2
367,Mbaiki,CF,2022-12-21 04:23:00,3.8678,17.9892,67.39,38,99,1.61
368,Suoyarvi,RU,2022-12-21 04:23:01,62.0833,32.35,18.19,94,100,9.48
369,Pontes E Lacerda,BR,2022-12-21 04:23:01,-15.2261,-59.3353,70.02,98,62,3.98
370,Springbok,ZA,2022-12-21 04:23:02,-29.6643,17.8865,64.31,43,0,7.18
371,Hobyo,SO,2022-12-21 04:23:02,5.3505,48.5268,79.18,77,35,20.54
372,Upington,ZA,2022-12-21 04:23:03,-28.4478,21.2561,68.38,34,0,4.61
373,Macas,EC,2022-12-21 04:23:03,-2.3167,-78.1167,66.04,97,100,2.75
374,Staryy Nadym,RU,2022-12-21 04:23:03,65.6118,72.6842,-18.47,94,100,13.73
375,Peniche,PT,2022-12-21 04:20:25,39.3558,-9.3811,61.29,90,100,10.67
376,Gornopravdinsk,RU,2022-12-21 04:23:04,60.05,69.9,2.48,95,100,8.03
377,Innisfail,AU,2022-12-21 04:20:00,-17.5333,146.0333,82.85,58,100,11.86
378,La Rioja,ES,2022-12-21 04:23:05,42.25,-2.5,33.58,86,25,5.73
379,Vanimo,PG,2022-12-21 04:23:05,-2.6741,141.3028,78.96,87,100,3.87
380,Rapar,IN,2022-12-21 04:23:06,23.5667,70.6333,73.15,30,19,8.28
381,Thurso,GB,2022-12-21 04:23:06,58.5927,-3.5259,43.05,76,100,13.58
382,Morden,CA,2022-12-21 04:19:58,49.1919,-98.1014,-20.34,69,32,9.22
383,Belo Jardim,BR,2022-12-21 04:19:47,-8.3356,-36.4242,69.35,85,41,5.01
384,Chaozhou,CN,2022-12-21 04:23:07,23.6651,116.6379,66.06,38,100,11.63
385,Guilin,CN,2022-12-21 04:22:09,25.2819,110.2864,62.71,21,0,8.84
386,Statesboro,US,2022-12-21 04:18:27,32.4488,-81.7832,42.33,93,100,8.05
387,Caramay,PH,2022-12-21 04:23:08,10.1815,119.236,80.49,86,100,7.36
388,Paoua,CF,2022-12-21 04:23:08,7.2427,16.4406,63.36,26,83,4.34
389,Port Huron,US,2022-12-21 04:21:20,42.9709,-82.4249,26.87,89,20,3.44
390,Andros Town,BS,2022-12-21 04:23:09,24.7,-77.7667,73.36,76,95,5.55
391,Lixourion,GR,2022-12-21 04:23:09,38.2019,20.4314,50.25,64,0,4.07
392,Inhambane,MZ,2022-12-21 04:23:10,-23.865,35.3833,76.98,78,40,5.75
393,Grabouw,ZA,2022-12-21 04:23:10,-34.1515,19.0151,59.4,78,6,10.87
394,Christchurch,NZ,2022-12-21 04:22:25,-43.5333,172.6333,63.91,66,75,16.11
395,Khorixas,NA,2022-12-21 04:23:11,-20.3667,14.9667,59.22,56,1,1.52
396,Marzuq,YE,2022-12-21 04:23:11,14.4,46.4667,57.29,43,1,0.47
397,Pundaguitan,PH,2022-12-21 04:23:12,6.3711,126.1689,81.32,78,100,4.43
398,Marawi,PH,2022-12-21 04:21:48,7.9986,124.2928,75.92,80,100,2.91
399,Kaa-Khem,RU,2022-12-21 04:23:12,51.6833,94.7333,4.48,91,85,1.36
400,At-Bashi,KG,2022-12-21 04:23:13,41.1702,75.8106,10.72,72,45,1.45
401,Geilo,NO,2022-12-21 04:23:13,60.5333,8.2076,18.55,88,100,6.44
402,Ostrovnoy,RU,2022-12-21 04:23:14,68.0531,39.5131,19.18,86,100,16.31
403,Clyde River,CA,2022-12-21 04:21:10,70.4692,-68.5914,-3.77,77,100,17.27
404,Baracoa,CU,2022-12-21 04:23:15,20.3467,-74.4958,74.66,83,8,6.85
405,Mount Isa,AU,2022-12-21 04:23:15,-20.7333,139.5,91.17,38,76,9.22
406,Huarmey,PE,2022-12-21 04:23:16,-10.0681,-78.1522,70.32,86,96,7.38
407,Conil,FR,2022-12-21 04:23:16,44.9673,3.7177,43.48,95,100,6.89
408,Nantucket,US,2022-12-21 04:23:16,41.2835,-70.0995,37.51,77,0,9.22
409,Morwell,AU,2022-12-21 04:24:17,-38.2333,146.4,80.1,29,83,2.91
410,Mainit,PH,2022-12-21 04:24:17,9.535,125.5231,80.42,84,97,3.58
411,Juneau,US,2022-12-21 04:24:18,58.3019,-134.4197,10.4,48,20,8.05
412,Miles City,US,2022-12-21 04:24:18,46.4083,-105.8406,-8.43,70,100,11.5
413,Kuantan,MY,2022-12-21 04:24:19,3.8077,103.326,77.11,94,20,8.05
414,Villazon,BO,2022-12-21 04:24:21,-22.0866,-65.5942,50.02,67,61,11.45
415,Salym,RU,2022-12-21 04:24:21,60.0625,71.4789,-1.43,94,100,9.17
416,Mayo,US,2022-12-21 04:24:21,38.8876,-76.5119,34.95,76,0,3.44
417,Goderich,CA,2022-12-21 04:24:22,43.7501,-81.7165,33.91,80,22,13.8
418,Pevek,RU,2022-12-21 04:24:22,69.7008,170.3133,14.02,61,94,11.01
419,Pangody,RU,2022-12-21 04:24:23,65.85,74.4859,-20.72,95,100,12.19
420,Sharjah,AE,2022-12-21 04:24:23,25.3573,55.4033,69.78,63,0,5.75
421,Iqaluit,CA,2022-12-21 04:24:23,63.7506,-68.5145,-4.27,76,20,12.66
422,Kassala,SD,2022-12-21 04:24:24,15.451,36.4,70.92,64,1,6.91
423,Horqueta,PY,2022-12-21 04:24:25,-23.3428,-57.0597,73.36,62,51,5.03
424,Nagato,JP,2022-12-21 04:24:25,34.3833,131.2,44.64,90,100,13.96
425,Vilyuysk,RU,2022-12-21 04:24:25,63.7553,121.6247,-41.1,99,84,1.1
426,Krasnoselkup,RU,2022-12-21 04:24:26,65.7,82.4667,-10.75,92,100,8.1
427,Polyarnyy,RU,2022-12-21 04:24:26,69.1989,33.4478,19.2,84,100,6.53
428,Kudahuvadhoo,MV,2022-12-21 04:20:12,2.6708,72.8944,78.44,81,100,18.57
429,Fukue,JP,2022-12-21 04:24:27,32.6881,128.8419,52.16,100,75,3.44
430,Vizinga,RU,2022-12-21 04:24:27,61.0749,50.1031,-13.31,100,66,1.77
431,Palu,ID,2022-12-21 04:24:28,-0.8917,119.8707,89.67,53,100,5.1
432,Kenora,CA,2022-12-21 04:24:28,49.8167,-94.4337,-12.03,84,0,6.91
433,Grindavik,IS,2022-12-21 04:22:00,63.8424,-22.4338,30.67,69,75,27.63
434,Tres Lagoas,BR,2022-12-21 04:24:29,-20.7511,-51.6783,71.28,73,0,5.95
435,Harper,LR,2022-12-21 04:24:29,4.375,-7.7169,77.18,84,92,3.38
436,Changji,CN,2022-12-21 04:24:29,44.0167,87.3167,3.99,85,10,2.24
437,Kathu,TH,2022-12-21 04:24:30,7.9178,98.3332,84.69,99,47,12.17
438,Half Moon Bay,US,2022-12-21 04:24:30,37.4636,-122.4286,51.31,78,0,0.0
439,Huanan,CN,2022-12-21 04:24:31,46.2167,130.5167,11.35,80,99,7.31
440,Zima,RU,2022-12-21 04:24:31,53.9202,102.0442,8.19,93,100,8.59
441,Saint Augustine,US,2022-12-21 04:24:02,29.8947,-81.3145,63.01,97,100,13.8
442,Ouadda,CF,2022-12-21 04:24:32,8.0777,22.4007,66.88,33,67,3.74
443,Grenville,GD,2022-12-21 04:24:32,12.1167,-61.6167,78.85,81,2,15.66
444,Anchorage,US,2022-12-21 04:22:40,61.2181,-149.9003,0.55,83,100,3.0
445,Srednekolymsk,RU,2022-12-21 04:24:32,67.45,153.6833,-6.66,98,71,0.67
446,Talcahuano,CL,2022-12-21 04:24:33,-36.7167,-73.1167,62.28,88,100,4.61
447,San Martin,AR,2022-12-21 04:24:33,-33.081,-68.4681,81.14,36,12,10.45
448,Emerald,AU,2022-12-21 04:24:34,-23.5333,148.1667,84.34,38,1,13.58
449,Buchanan,LR,2022-12-21 04:24:34,5.8808,-10.0467,77.05,85,78,1.28
450,Kijang,KR,2022-12-21 04:24:34,35.2442,129.2139,38.93,93,100,4.21
451,Ca Mau,VN,2022-12-21 04:24:35,9.1769,105.15,83.03,61,73,6.87
452,Guerrero Negro,MX,2022-12-21 04:24:35,27.9769,-114.0611,59.23,72,59,11.25
453,Garowe,SO,2022-12-21 04:24:36,8.4054,48.4845,70.18,76,60,10.89
454,Singaparna,ID,2022-12-21 04:24:36,-7.3515,108.111,88.57,53,42,1.88
455,Joshimath,IN,2022-12-21 04:25:37,30.5667,79.5667,54.64,12,1,2.75
456,Inirida,CO,2022-12-21 04:25:37,3.8653,-67.9239,73.08,89,96,1.63
457,Kamenka,RU,2022-12-21 04:25:38,51.3223,42.7678,26.62,71,96,10.31
458,Arys,KZ,2022-12-21 04:25:38,42.4252,68.795,36.81,58,100,14.45
459,Exeter,GB,2022-12-21 04:25:38,50.7236,-3.5275,49.86,93,93,1.01
460,Khanu Woralaksaburi,TH,2022-12-21 04:25:39,16.0617,99.8606,79.38,53,65,1.7
461,Damietta,EG,2022-12-21 04:25:39,31.4165,31.8133,60.69,72,35,13.94
462,Corrente,BR,2022-12-21 04:25:40,-3.7367,-43.3394,72.77,95,92,2.26
463,Mondlo,ZA,2022-12-21 04:25:40,-27.983,30.7177,56.95,93,98,4.54
464,Clovis,US,2022-12-21 04:25:00,36.8252,-119.7029,44.47,100,100,5.75
465,Gaillac,FR,2022-12-21 04:25:41,43.9016,1.8969,53.91,92,100,4.79
466,Neuquen,AR,2022-12-21 04:25:41,-38.9516,-68.0591,75.09,41,0,0.0
467,Englewood,US,2022-12-21 04:25:05,39.6478,-104.9878,39.83,40,20,4.61
468,Aswan,EG,2022-12-21 04:24:54,24.0934,32.907,60.1,58,0,9.22
469,Neiafu,TO,2022-12-21 04:25:42,-18.65,-173.9833,84.88,79,20,6.91
470,Whitehorse,CA,2022-12-21 04:22:47,60.7161,-135.0538,-33.2,74,0,6.91
471,Sinop,TR,2022-12-21 04:25:06,41.7711,34.8709,31.8,87,66,3.6
472,Saint-Augustin,CA,2022-12-21 04:25:43,51.226,-58.6502,25.83,82,35,10.71
473,Shache,CN,2022-12-21 04:25:43,38.4167,77.2406,29.35,33,8,1.77
474,Narsaq,GL,2022-12-21 04:25:17,60.9167,-46.05,8.82,61,0,9.15
475,Cambui,BR,2022-12-21 04:25:44,-22.6122,-46.0575,63.32,96,77,3.04
476,Daru,PG,2022-12-21 04:25:44,-9.0763,143.2092,87.4,64,99,3.98
477,Tilichiki,RU,2022-12-21 04:25:45,60.4667,166.1,31.98,55,100,27.31
478,Sorland,NO,2022-12-21 04:25:45,67.667,12.6934,33.66,90,100,11.74
479,Coolum Beach,AU,2022-12-21 04:25:46,-26.5333,153.1,77.11,71,46,12.37
480,Nangomba,TZ,2022-12-21 04:25:46,-10.9,38.5,72.97,92,94,5.68
481,Cerro Punta,PA,2022-12-21 04:25:46,8.85,-82.5667,51.01,89,46,4.52
482,Cidreira,BR,2022-12-21 04:25:47,-30.1811,-50.2056,69.91,84,18,14.12
483,Havelock,US,2022-12-21 04:22:52,34.8791,-76.9013,42.75,72,40,9.22
484,Axim,GH,2022-12-21 04:25:48,4.8699,-2.2405,77.34,86,46,3.33
485,Poso,ID,2022-12-21 04:25:48,-1.3959,120.7524,86.16,62,100,4.85
486,Plouzane,FR,2022-12-21 04:25:48,48.3833,-4.6167,51.85,97,100,12.66
487,Eydhafushi,MV,2022-12-21 04:25:49,5.1033,73.0708,79.5,75,100,5.35
488,Steinbach,DE,2022-12-21 04:25:49,50.1667,8.5667,48.38,100,100,10.36
489,Miri,MY,2022-12-21 04:25:50,4.4148,114.0089,87.17,74,40,4.61
490,Semey,KZ,2022-12-21 04:25:50,50.4111,80.2275,14.22,73,0,11.18
491,Omsukchan,RU,2022-12-21 04:25:50,62.5333,155.8,14.85,96,82,8.88
492,Aleksandrov Gay,RU,2022-12-21 04:25:51,50.147,48.5704,26.37,52,100,13.22
493,Vao,NC,2022-12-21 04:25:52,-22.6667,167.4833,73.53,80,100,16.71
494,Arroyo,ES,2022-12-21 04:25:52,41.6096,-4.7969,48.6,88,75,11.5
495,Saint-Georges,GD,2022-12-21 04:25:53,12.0564,-61.7485,78.48,78,20,11.5
496,Karasjok,NO,2022-12-21 04:25:53,69.4719,25.5112,15.46,95,100,10.85
497,Alihe,CN,2022-12-21 04:25:53,50.5667,123.7167,-2.65,78,100,3.02
498,Cayenne,GF,2022-12-21 04:26:27,4.9333,-52.3333,73.44,94,75,0.0
499,Qinhuangdao,CN,2022-12-21 04:26:54,39.9317,119.5883,26.73,21,12,4.52
500,Alice Springs,AU,2022-12-21 04:26:28,-23.7,133.8833,94.55,28,92,6.91
501,Vanderhoof,CA,2022-12-21 04:25:13,54.0166,-124.0198,-20.02,97,15,2.84
502,Karpathos,GR,2022-12-21 04:26:55,35.507,27.2132,55.36,62,5,20.71
503,Alnashi,RU,2022-12-21 04:26:55,56.1874,52.4792,-5.67,100,87,4.29
504,Manokwari,ID,2022-12-21 04:26:56,-0.8667,134.0833,81.5,79,92,9.89
505,General Cepeda,MX,2022-12-21 04:26:56,25.3833,-101.45,49.06,60,24,6.22
506,Sistranda,NO,2022-12-21 04:26:57,63.7256,8.834,33.76,85,70,10.27
507,Xichang,CN,2022-12-21 04:26:57,27.8964,102.2634,47.5,66,95,2.19
508,Sangar,RU,2022-12-21 04:26:58,63.9242,127.4739,-24.48,93,100,1.86
509,Marsa Matruh,EG,2022-12-21 04:26:58,31.3525,27.2453,61.0,67,40,12.66
510,Salinopolis,BR,2022-12-21 04:26:59,-0.6136,-47.3561,77.68,84,37,6.08
511,Mundra,IN,2022-12-21 04:26:59,22.85,69.7333,73.96,28,28,8.66
512,Darnah,LY,2022-12-21 04:26:59,32.767,22.6367,57.6,63,99,24.85
513,Nanortalik,GL,2022-12-21 04:24:42,60.1432,-45.2371,21.22,51,0,5.46
514,Usinsk,RU,2022-12-21 04:24:16,65.9939,57.5281,-13.94,87,7,6.93
515,Victor Harbor,AU,2022-12-21 04:27:00,-35.5667,138.6167,81.68,70,77,3.65
516,Halifax,CA,2022-12-21 04:27:00,44.6453,-63.5724,39.2,89,100,11.5
517,Souillac,MU,2022-12-21 04:27:01,-20.5167,57.5167,80.98,65,40,6.91
518,Grand Forks,US,2022-12-21 04:27:01,47.9417,-97.4337,-24.07,69,20,10.36
519,Apaseo El Alto,MX,2022-12-21 04:27:02,20.45,-100.6167,48.15,78,32,12.35
520,Bad Aussee,AT,2022-12-21 04:27:02,47.61,13.7824,36.75,76,82,4.07
521,Tondon,GN,2022-12-21 04:27:02,10.3667,-13.35,72.46,67,100,2.24
522,Bengkulu,ID,2022-12-21 04:27:03,-3.8004,102.2655,84.96,64,77,8.16
523,Ilebo,CD,2022-12-21 04:27:03,-4.3167,20.5833,68.54,96,100,0.34
524,Cukai,MY,2022-12-21 04:27:04,4.25,103.4167,76.37,88,100,6.73
525,Taoudenni,ML,2022-12-21 04:27:04,22.6783,-3.9836,63.68,34,0,13.69
526,Camacha,PT,2022-12-21 04:27:05,33.0833,-16.3333,60.22,94,20,2.3
527,Jatai,BR,2022-12-21 04:27:05,-17.8814,-51.7144,66.6,95,72,1.7
528,Waipawa,NZ,2022-12-21 04:27:06,-41.4122,175.5153,54.86,83,100,10.45
529,Champerico,GT,2022-12-21 04:27:06,14.3,-91.9167,78.08,80,0,4.07
530,Camargo,MX,2022-12-21 04:27:06,27.6667,-105.1667,53.62,34,100,5.1
531,Tessalit,ML,2022-12-21 04:27:07,20.1986,1.0114,61.63,33,0,10.04
532,Mackay,AU,2022-12-21 04:27:07,-21.15,149.2,82.69,58,59,20.74
533,Barmer,IN,2022-12-21 04:27:08,25.75,71.3833,65.05,19,0,6.96
534,Olga,RU,2022-12-21 04:25:49,43.7444,135.2892,25.57,54,91,1.14
535,Dharchula,IN,2022-12-21 04:27:08,29.85,80.5333,62.28,12,5,2.82
536,Bamako,ML,2022-12-21 04:27:09,12.65,-8.0,69.17,18,100,4.81
537,Ustrzyki Dolne,PL,2022-12-21 04:27:09,49.4304,22.5938,33.13,100,98,8.61
538,Baykit,RU,2022-12-21 04:27:10,61.67,96.37,-10.23,98,100,2.46
539,Skjervoy,NO,2022-12-21 04:27:10,70.0311,20.9714,23.0,72,100,20.27
540,Griffith,US,2022-12-21 04:27:11,41.5284,-87.4237,31.05,80,100,5.75
541,San Quintin,MX,2022-12-21 04:27:11,30.4833,-115.95,56.98,68,0,8.66
542,Gashua,NG,2022-12-21 04:27:11,12.871,11.0482,61.75,32,75,9.86
543,Dedougou,BF,2022-12-21 04:28:12,12.4667,-3.4667,69.08,18,100,7.99
544,Manacapuru,BR,2022-12-21 04:28:12,-3.2997,-60.6206,77.36,82,100,1.28
545,Marsh Harbour,BS,2022-12-21 04:28:13,26.5412,-77.0636,71.38,85,100,25.64
546,Port Hedland,AU,2022-12-21 04:28:13,-20.3167,118.5667,87.85,45,0,16.11
547,Humberto De Campos,BR,2022-12-21 04:28:13,-2.5983,-43.4611,74.3,90,99,2.08
548,Severo-Kurilsk,RU,2022-12-21 04:24:38,50.6789,156.125,32.5,95,100,12.88
549,Berlevag,NO,2022-12-21 04:28:14,70.8578,29.0864,24.75,63,75,12.66
550,Bukachacha,RU,2022-12-21 04:28:14,52.9833,116.9167,-6.38,71,17,3.96
551,Andenes,NO,2022-12-21 04:27:53,69.3143,16.1194,28.92,80,100,8.05
552,Guayaquil,EC,2022-12-21 04:27:59,-2.1667,-79.9,78.76,73,75,11.5
553,Verkhnevilyuysk,RU,2022-12-21 04:28:15,63.4453,120.3167,-39.08,100,70,1.68
554,Ottumwa,US,2022-12-21 04:24:26,41.02,-92.4113,12.94,81,0,6.91
555,Tankhoy,RU,2022-12-21 04:28:16,51.5528,105.1306,17.65,60,87,0.72
556,Lorengau,PG,2022-12-21 04:28:16,-2.0226,147.2712,85.35,67,39,5.39
557,Sioux Lookout,CA,2022-12-21 04:28:17,50.1001,-91.917,-9.33,84,40,6.91
558,Carballo,ES,2022-12-21 04:28:17,43.213,-8.691,59.86,85,99,11.52
